Street;Neighbourhood;City;Zipcode;Country;Latitude;Longitude;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Amenities;Square Feet;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Number of Reviews;Reviews per Month
La Latina, Madrid, Comunidad de Madrid 28012, Spain;La Latina;Madrid;28012;Spain;40.41204154412456;-3.707814288559117;Apartment;Entire home/apt;6;1.0;3.0;5.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;969.0;150.0;;60.0;4;20;3;70;1.62
Arapiles, Madrid, Madrid 28015, Spain;Arapiles;Madrid;28015;Spain;40.433354488799374;-3.705369300060229;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Pets live on this property,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer,Essentials,Shampoo;377.0;65.0;;;1;0;3;126;2.07
Carabanchel, Madrid, Community of Madrid 28025, Spain;Carabanchel;Madrid;28025;Spain;40.39086329842738;-3.730235245403585;Other;Private room;2;2.0;1.0;1.0;Real Bed;TV,Wireless Internet,Wheelchair accessible,Doorman,Pets live on this property,Dog(s),Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Laptop friendly workspace;108.0;18.0;200.0;20.0;1;40;1;27;0.59
Trafalgar, Madrid, Madrid 28010, Spain;Trafalgar;Madrid;28010;Spain;40.43083244416787;-3.701326558310444;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;55.0;88.0;200.0;32.0;2;11;5;3;0.1
Palacio, Madrid, Madrid 28013, Spain;Palacio;Madrid;28013;Spain;40.42082835370956;-3.7110213573274113;House;Private room;2;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Dog(s),Elevator in building,Heating,Family/kid friendly,Essentials,Shampoo,translation missing: en.hosting_amenity_50;280.0;39.0;;15.0;1;0;2;89;4.58
Sol, Madrid, Community of Madrid 28013, Spain;Sol;Madrid;28013;Spain;40.41872281382293;-3.70046650765465;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman Entry;215.0;56.0;100.0;25.0;1;10;3;37;0.92
Cortes, Madrid, Madrid 28014, Spain;Cortes;Madrid;28014;Spain;40.41133383156771;-3.695196998738993;Apartment;Entire home/apt;6;2.0;2.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;90.0;108.0;200.0;48.0;2;11;4;21;0.62
Embajadores, Madrid, Madrid 28012, Spain;Embajadores;Madrid;28012;Spain;40.412729409852815;-3.7032392069314457;Apartment;Private room;1;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;861.0;30.0;200.0;;1;0;7;19;0.3
Castellana, Madrid, Madrid 28006, Spain;Castellana;Madrid;28006;Spain;40.43145828482686;-3.6838715728219857;Apartment;Entire home/apt;3;2.0;3.0;4.0;Real Bed;TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Washer / Dryer,Elevator in building,Heating,Family/kid friendly,Washer,Dryer;1292.0;280.0;100.0;;1;0;365;0;
Almagro, Madrid, Madrid 28010, Spain;Almagro;Madrid;28010;Spain;40.43825404420344;-3.693875780630712;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Pool,Kitchen,Doorman,Elevator in building,Heating,Washer,Essentials,Shampoo;538.0;75.0;100.0;;2;10;2;59;0.88
San Blas, Madrid, Madrid 28022, Spain;San Blas;Madrid;28022;Spain;40.446486108245765;-3.579518923026528;Apartment;Entire home/apt;3;2.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Smoking allowed,Doorman,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer,Dryer;646.0;90.0;;;1;0;1;31;0.75
Embajadores, Madrid, Madrid 28012, Spain;Embajadores;Madrid;28012;Spain;40.4089360690116;-3.697660092303949;Apartment;Entire home/apt;7;1.0;3.0;4.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;807.0;100.0;300.0;50.0;2;40;2;80;1.13
Cortes, Madrid, Community of Madrid 28013, Spain;Cortes;Madrid;28013;Spain;40.41768533113043;-3.6990454130196952;Apartment;Private room;6;2.0;1.0;5.0;Real Bed;Cable TV,Internet,Air conditioning,Elevator in building,Heating,Family/kid friendly,Washer;1615.0;39.0;;25.0;1;20;7;14;0.45
Palos do Moguer, Madrid, Community of Madrid 28045, Spain;Palos do Moguer;Madrid;28045;Spain;40.40305558838106;-3.697017689480668;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace;108.0;27.0;;;1;0;3;76;2.0
Embajadores, Madrid, Community of Madrid 28012, Spain;Embajadores;Madrid;28012;Spain;40.41182501248174;-3.699711187135916;House;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace;538.0;35.0;150.0;5.0;2;5;1;139;3.18
Cortes, Madrid, Community of Madrid 28014, Spain;Cortes;Madrid;28014;Spain;40.41527816237359;-3.698586781166541;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Pets live on this property,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;377.0;60.0;;;2;0;2;60;1.38
Palos do Moguer, Madrid, Community of Madrid 28012, Spain;Palos do Moguer;Madrid;28012;Spain;40.40588246486453;-3.69630956098741;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox;650.0;85.0;250.0;60.0;1;0;3;48;1.05
Castilla, Madrid, Madrid 28036, Spain;Castilla;Madrid;28036;Spain;40.47266695170159;-3.675530934185454;Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Smoking allowed,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;1130.0;85.0;;30.0;4;10;3;1;0.02
Pacifico, Madrid, Madrid 28007, Spain;Pacifico;Madrid;28007;Spain;40.40446892532359;-3.676979457649085;Apartment;Entire home/apt;5;1.0;1.0;3.0;Real Bed;TV,Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Hangers,Hair dryer;40.0;85.0;150.0;;2;8;2;3;0.24
Argüelles, Madrid, Madrid 28008, Spain;Argüelles;Madrid;28008;Spain;40.42460374210358;-3.728757814386852;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;807.0;80.0;;37.0;1;0;3;30;0.71
Acacias, Madrid, Madrid 28005, Spain;Acacias;Madrid;28005;Spain;40.40348062651829;-3.705263724055597;Bed & Breakfast;Shared room;2;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,24-hour check-in;10.0;33.0;;;1;0;1;62;1.78
San Blas, Madrid, Community of Madrid 28037, Spain;San Blas;Madrid;28037;Spain;40.44018283552097;-3.6175828394140632;Apartment;Entire home/apt;6;1.5;2.0;4.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron;1292.0;85.0;200.0;30.0;4;10;3;68;1.67
Jerónimos, Madrid, Madrid 28014, Spain;Jerónimos;Madrid;28014;Spain;40.413007475311545;-3.689134522312541;Apartment;Entire home/apt;4;2.0;1.0;2.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hair dryer,Iron;700.0;95.0;100.0;30.0;2;15;3;9;0.17
Palacio, Madrid, Community of Madrid 28013, Spain;Palacio;Madrid;28013;Spain;40.41706967645662;-3.708814956195065;Apartment;Entire home/apt;5;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Pets live on this property,Dog(s),Cat(s),Other pet(s),Elevator in building,Heating,Family/kid friendly,Washer;538.0;62.0;;30.0;3;10;1125;2;0.25
Sol, Madrid, Community of Madrid 28005, Spain;Sol;Madrid;28005;Spain;40.4155167714442;-3.7064601989454578;Apartment;Entire home/apt;4;1.0;1.0;2.0;Futon;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50;700.0;95.0;200.0;;2;15;4;26;0.47
Argüelles, Madrid, Community of Madrid 28008, Spain;Argüelles;Madrid;28008;Spain;40.427675120735096;-3.717016039705496;Apartment;Private room;4;1.0;2.0;4.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Elevator in building,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private living room,Private entrance;484.0;23.0;88.0;20.0;1;22;5;5;0.18
Malasaña, Madrid, Community of Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;40.421686871143535;-3.7050328554213983;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Heating,Washer,Dryer,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;484.0;56.0;100.0;;2;12;3;95;2.2
Almenara, Madrid, Madrid 28029, Spain;Almenara;Madrid;28029;Spain;40.47225825448997;-3.692849086140471;Apartment;Entire home/apt;4;1.0;0.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron;431.0;52.0;150.0;;2;0;2;3;0.06
Justicia, Madrid, Comunidad de Madrid 28004, Spain;Justicia;Madrid;28004;Spain;40.42469313503738;-3.696030723890563;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance;807.0;90.0;200.0;60.0;2;15;2;80;1.54
Madrid, Madrid 28007, Spain;Adelfas;Madrid;28007;Spain;40.40606057880854;-3.66889837390164;Condominium;Entire home/apt;4;2.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;80.0;76.0;;;4;15;4;4;0.13
Lista, Madrid, Madrid 28006, Spain;Lista;Madrid;28006;Spain;40.43286550567479;-3.675901573600081;Apartment;Entire home/apt;6;3.0;4.0;3.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman Entry;1507.0;170.0;300.0;90.0;5;0;5;32;0.61
La Latina, Madrid, Comunidad de Madrid 28005, Spain;La Latina;Madrid;28005;Spain;40.40858497875549;-3.7106686418213832;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron;323.0;65.0;300.0;30.0;2;10;3;79;1.99
Sol, Madrid, Madrid 28012, Spain;Sol;Madrid;28012;Spain;40.415963435628;-3.70301852198919;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;592.0;82.0;200.0;32.0;2;11;4;66;1.34
Madrid, Community of Madrid 28013, Spain;;Madrid;28013;Spain;40.41659847681903;-3.7034897105586273;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Hangers,Hair dryer,Iron;646.0;75.0;200.0;45.0;2;15;2;122;2.72
La Latina, Madrid, Madrid 28005, Spain;La Latina;Madrid;28005;Spain;40.4121762504786;-3.713690909210436;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;646.0;116.0;300.0;60.0;4;20;2;136;1.93
Argüelles, Madrid, Madrid 28008, Spain;Argüelles;Madrid;28008;Spain;40.42544364414135;-3.717522927266936;House;Private room;10;3.0;5.0;9.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Elevator in building,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private living room,Private entrance;1076.0;25.0;100.0;20.0;1;22;4;19;0.32
Justicia, Madrid, Community of Madrid 28004, Spain;Justicia;Madrid;28004;Spain;40.42329301916281;-3.6981751295864846;Apartment;Entire home/apt;6;;2.0;4.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron;753.0;102.0;300.0;52.0;1;11;3;24;0.66
Malasaña, Madrid, Community of Madrid 28015, Spain;Malasaña;Madrid;28015;Spain;40.42335756934169;-3.708745986999482;Loft;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;484.0;64.0;150.0;40.0;2;29;2;94;2.16
Delicias, Madrid, Community of Madrid 28045, Spain;Delicias;Madrid;28045;Spain;40.39266517990924;-3.693285734997263;Condominium;Private room;2;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials;129.0;30.0;;;1;50;1;20;0.65
Sol, Madrid, Madrid 28012, Spain;Sol;Madrid;28012;Spain;40.41506553034766;-3.703357983741013;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hair dryer,Iron;753.0;100.0;100.0;30.0;2;10;3;3;0.14
Madrid, Community of Madrid, Spain;Embajadores;Madrid;;Spain;40.4102303640155;-3.697554323395335;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer;484.0;65.0;100.0;20.0;1;0;5;36;0.71
Carabanchel, Madrid, Community of Madrid 28019, Spain;Carabanchel;Madrid;28019;Spain;40.39267646594295;-3.71216939271222;Apartment;Entire home/apt;5;1.0;1.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;592.0;32.0;100.0;30.0;3;9;5;36;1.31
Palacio, Madrid, Community of Madrid 28013, Spain;Palacio;Madrid;28013;Spain;40.421680904561015;-3.709338460777434;Bed & Breakfast;Shared room;16;3.0;1.0;16.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials;1938.0;20.0;;;1;20;1;2;0.06
Palacio, Madrid, Community of Madrid 28013, Spain;Palacio;Madrid;28013;Spain;40.41536710636419;-3.711091097464121;Apartment;Private room;2;;1.0;1.0;Real Bed;Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer,Smoke detector,Essentials,Shampoo;215.0;36.0;100.0;;1;15;2;28;0.55
Justicia, Madrid, Madrid 28004, Spain;Justicia;Madrid;28004;Spain;40.421078492347135;-3.697729882059931;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;55.0;88.0;200.0;32.0;2;11;4;26;0.72
Malasaña, Madrid, Community of Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;40.42198380427025;-3.705418885528579;Apartment;Entire home/apt;8;2.0;3.0;4.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance;1184.0;120.0;;35.0;6;0;1;109;2.6
Adelfas, Madrid, Community of Madrid 28007, Spain;Adelfas;Madrid;28007;Spain;40.400039433373486;-3.673870788063943;Apartment;Private room;1;1.5;1.0;1.0;Pull-out Sofa;TV,Internet,Wireless Internet,Kitchen,Doorman,Breakfast,Pets live on this property,Cat(s),Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron;861.0;35.0;100.0;30.0;4;30;2;5;0.16
Hortaleza, Madrid, Madrid 28043, Spain;Hortaleza;Madrid;28043;Spain;40.46776478113548;-3.651466519731824;House;Entire home/apt;12;3.0;4.0;12.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,First aid kit,Safety card,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;108.0;155.0;;65.0;8;15;2;14;1.08
Arganzuela, Madrid, Madrid 28045, Spain;Arganzuela;Madrid;28045;Spain;40.40047238606651;-3.695737497225885;Apartment;Private room;2;;1.0;1.0;Real Bed;Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Essentials,translation missing: en.hosting_amenity_49;9.0;34.0;;;1;8;1;17;0.74
Malasaña, Madrid, Community of Madrid 28015, Spain;Malasaña;Madrid;28015;Spain;40.42961117470911;-3.7085102022188985;Apartment;Entire home/apt;5;2.0;2.0;4.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;861.0;110.0;200.0;95.0;3;20;3;122;2.09
La Latina, Madrid, Madrid 28012, Spain;La Latina;Madrid;28012;Spain;40.41100228599237;-3.704928297130981;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Heating,Washer,Dryer,Essentials,Shampoo;269.0;59.0;;;1;0;1;192;4.56
Malasaña, Madrid, Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;40.42055471053552;-3.703891945669434;Apartment;Entire home/apt;4;1.5;2.0;3.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Shampoo,Hangers,Hair dryer,Iron;1076.0;95.0;100.0;20.0;1;0;2;180;3.28
Castellana, Madrid, Community of Madrid 28001, Spain;Castellana;Madrid;28001;Spain;40.4307976950356;-3.679927737391776;Apartment;Entire home/apt;4;2.0;2.0;4.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman Entry;1184.0;190.0;300.0;70.0;1;0;5;9;0.21
Sol, Madrid, Comunidad de Madrid 28012, Spain;Sol;Madrid;28012;Spain;40.41503663513275;-3.707618172307676;Apartment;Entire home/apt;10;2.0;2.0;6.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials;1453.0;98.0;300.0;50.0;1;24;2;77;1.94
San Blas, Madrid, Madrid 28037, Spain;San Blas;Madrid;28037;Spain;40.427886938993005;-3.6148600601662944;House;Private room;1;1.0;1.0;1.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;129.0;18.0;;;1;10;1;9;0.21
Madrid, Madrid 28022, Spain;;Madrid;28022;Spain;40.44726128900084;-3.580722690862624;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly;398.0;65.0;;;1;0;1;20;1.9
Almenara, Madrid, Madrid 28029, Spain;Almenara;Madrid;28029;Spain;40.47334982834064;-3.691576703182111;Apartment;Entire home/apt;6;2.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Washer,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;646.0;67.0;150.0;;4;0;2;4;0.08
Imperial, Madrid, Madrid 28005, Spain;Imperial;Madrid;28005;Spain;40.40554234830144;-3.719099281768515;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer;1184.0;30.0;;;1;0;14;0;
La Latina, Madrid, Madrid 28012, Spain;La Latina;Madrid;28012;Spain;40.411204380882;-3.707414718871752;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Essentials;1163.0;95.0;200.0;50.0;2;20;2;20;0.51
Malasaña, Madrid, Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;40.42417376731754;-3.704949102616268;Apartment;Entire home/apt;6;1.0;2.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer;753.0;91.0;300.0;52.0;1;11;3;18;0.34
Malasaña, Madrid, Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;40.42149576112818;-3.7034513774108464;House;Private room;5;5.0;1.0;7.0;Real Bed;Cable TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Washer,Dryer,Fire extinguisher;2153.0;28.0;;;1;28;1;20;0.35
La Latina, Madrid, Madrid 28012, Spain;La Latina;Madrid;28012;Spain;40.4132089705751;-3.705458219551385;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;50.0;81.0;200.0;32.0;2;11;4;8;0.32
Centro, Madrid, Madrid 28008, Spain;Centro;Madrid;28008;Spain;40.42541920759925;-3.712612661897912;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;TV,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Laptop friendly workspace;269.0;42.0;94.0;10.0;1;15;2;4;2.45
Madrid, Community of Madrid, Spain;;Madrid;;Spain;40.41991030526006;-3.706594443691598;Apartment;Entire home/apt;10;3.0;3.0;6.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Buzzer/wireless intercom,Heating,Washer;1292.0;99.0;;;1;0;2;6;0.15
