Street;Neighbourhood;City;Zipcode;Country;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Amenities;Square Feet;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Location;Cancellation Policy;Reviews per Month
Cortes, Madrid, Community of Madrid 28014, Spain;Cortes;Madrid;28014;Spain;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron;;120.0;200.0;50.0;2;10;2;18;35;55;330;0;;strict;
La Latina, Madrid, Comunidad de Madrid 28005, Spain;La Latina;Madrid;28005;Spain;Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;Kitchen,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,Hangers;;100.0;300.0;30.0;3;12;1;2;11;30;276;5;10.0;strict;0.92
La Latina, Madrid, Comunidad de Madrid 28012, Spain;La Latina;Madrid;28012;Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;48.0;100.0;25.0;1;10;2;7;18;40;315;91;9.0;strict;3.64
Fuente del Berro, Madrid, Comunidad de Madrid 28028, Spain;Fuente del Berro;Madrid;28028;Spain;House;Entire home/apt;4;1.0;2.0;2.0;Real Bed;TV,Wireless Internet,Kitchen,Breakfast,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;36.0;;;3;10;2;0;0;0;0;6;8.0;moderate;1.44
Embajadores, Madrid, Comunidad de Madrid 28012, Spain;Embajadores;Madrid;28012;Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Indoor fireplace,Heating,Washer,Dryer,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;10.0;;;1;0;20;0;16;46;46;3;10.0;flexible;0.71
Valdeacederas, Madrid, Comunidad de Madrid 28029, Spain;Valdeacederas;Madrid;28029;Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Heating,Washer,Essentials,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;31.0;100.0;50.0;1;0;1;21;51;81;356;4;8.0;moderate;1.19
Almagro, Madrid, Comunidad de Madrid 28004, Spain;Almagro;Madrid;28004;Spain;Apartment;Entire home/apt;7;3.0;4.0;4.0;Real Bed;Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Pets live on this property,Cat(s),Elevator in building,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Fire extinguisher,Essentials,Shampoo,translation missing: en.hosting_amenity_50;;230.0;500.0;50.0;5;30;2;8;28;50;289;30;10.0;strict;2.22
Lista, Madrid, Comunidad de Madrid 28006, Spain;Lista;Madrid;28006;Spain;Apartment;Entire home/apt;5;2.5;2.0;4.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;200.0;;160.0;1;0;5;10;40;70;70;0;;strict;
Jerónimos, Madrid, Comunidad de Madrid 28014, Spain;Jerónimos;Madrid;28014;Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers;;60.0;;25.0;1;0;2;9;32;52;117;12;10.0;moderate;0.5
Nueva España, Madrid, Comunidad de Madrid 28036, Spain;Nueva España;Madrid;28036;Spain;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;;254.0;;250.0;1;0;30;0;30;60;335;0;;strict;
Recoletos, Madrid, Comunidad de Madrid 28001, Spain;Recoletos;Madrid;28001;Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,translation missing: en.hosting_amenity_50;;75.0;299.0;49.0;2;19;2;11;32;58;333;4;10.0;strict;1.3
Madrid, Comunidad de Madrid 28015, Spain;;Madrid;28015;Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;Family/kid friendly,translation missing: en.hosting_amenity_50;;47.0;;;2;15;1;19;49;79;354;0;;moderate;
Madrid, Comunidad de Madrid 28007, Spain;;Madrid;28007;Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets live on this property,Elevator in building,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials;;30.0;;10.0;1;30;1;2;15;25;25;53;10.0;flexible;1.77
Malasaña, Madrid, Comunidad de Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;;65.0;200.0;40.0;2;10;2;11;27;43;318;3;10.0;moderate;1.43
Madrid, Comunidad de Madrid 28012, Spain;;Madrid;28012;Spain;Apartment;Entire home/apt;16;2.0;5.0;16.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;200.0;200.0;60.0;9;30;2;10;29;50;287;0;;strict;
Arapiles, Madrid, Comunidad de Madrid 28015, Spain;Arapiles;Madrid;28015;Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo;;100.0;;;1;0;1;7;37;67;342;0;;flexible;
Moratalaz, Madrid, Comunidad de Madrid 28030, Spain;Moratalaz;Madrid;28030;Spain;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Free parking on premises,Breakfast,Elevator in building,Heating,Washer,First aid kit,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;19.0;;;1;0;3;0;0;0;219;29;9.0;flexible;1.06
Ciudad Lineal, Madrid, Comunidad de Madrid 28027, Spain;Ciudad Lineal;Madrid;28027;Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Breakfast,Elevator in building,Heating,Washer,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;19.0;;5.0;1;0;1;0;3;33;123;4;10.0;flexible;0.57
Malasaña, Madrid, Comunidad de Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;Apartment;Entire home/apt;4;1.0;0.0;3.0;Real Bed;TV,Wireless Internet,Wheelchair accessible,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Shampoo;;55.0;;;1;0;1;9;35;58;330;99;10.0;flexible;5.05
Malasaña, Madrid, Comunidad de Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;65.0;100.0;20.0;1;0;2;6;22;29;279;23;10.0;moderate;0.93
Villaverde, Madrid, Comunidad de Madrid 28021, Spain;Villaverde;Madrid;28021;Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,First aid kit,Fire extinguisher,Essentials;;28.0;;;1;0;1;30;57;57;304;2;9.0;flexible;0.16
La Latina, Madrid, Comunidad de Madrid 28005, Spain;La Latina;Madrid;28005;Spain;Apartment;Entire home/apt;6;1.0;3.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;118.0;200.0;35.0;4;20;2;7;23;45;130;9;10.0;moderate;4.29
Fuencarral-el Pardo, Madrid, Community of Madrid 28029, Spain;Fuencarral-el Pardo;Madrid;28029;Spain;Apartment;Private room;4;1.5;1.0;3.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Laptop friendly workspace;;18.0;;;1;15;2;19;49;76;326;26;9.0;flexible;0.71
Madrid, Comunidad de Madrid 28008, Spain;;Madrid;28008;Spain;Apartment;Entire home/apt;6;3.0;4.0;4.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;390.0;450.0;60.0;2;0;2;7;33;53;328;1;10.0;strict;0.88
Embajadores, Madrid, Community of Madrid 28012, Spain;Embajadores;Madrid;28012;Spain;Apartment;Entire home/apt;5;1.0;3.0;4.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Pets live on this property,Dog(s),Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;100.0;250.0;50.0;1;10;2;3;19;49;324;16;10.0;strict;0.68
La Latina, Madrid, Comunidad de Madrid 28005, Spain;La Latina;Madrid;28005;Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;45.0;;20.0;1;0;2;4;10;34;309;15;9.0;moderate;1.61
Sol, Madrid, Community of Madrid 28013, Spain;Sol;Madrid;28013;Spain;Apartment;Entire home/apt;6;1.0;2.0;2.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;120.0;;40.0;4;15;2;17;29;58;333;55;10.0;strict;1.86
Madrid, Comunidad de Madrid 28012, Spain;;Madrid;28012;Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Wheelchair accessible,Elevator in building,Buzzer/wireless intercom,Heating,Dryer,First aid kit,Essentials,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;38.0;;15.0;1;0;1;2;16;32;301;0;;strict;
Hortaleza, Madrid, Comunidad de Madrid 28042, Spain;Hortaleza;Madrid;28042;Spain;Apartment;Entire home/apt;16;6.5;10.0;16.0;Real Bed;TV,Wireless Internet,Pool,Kitchen,Elevator in building,Family/kid friendly,Smoke detector,Fire extinguisher,Essentials,Iron,Laptop friendly workspace;;850.0;500.0;100.0;1;0;5;29;59;89;364;0;;flexible;
Madrid, Comunidad de Madrid 28011, Spain;;Madrid;28011;Spain;Apartment;Private room;3;1.0;1.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials;;60.0;;;1;0;2;30;60;90;365;0;;flexible;
La Latina, Madrid, Comunidad de Madrid 28012, Spain;La Latina;Madrid;28012;Spain;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Smoking allowed,Doorman,Buzzer/wireless intercom,Heating,Washer,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Bathtub;;22.0;;15.0;1;5;10;0;0;0;273;0;;strict;
Justicia, Madrid, Comunidad de Madrid 28004, Spain;Justicia;Madrid;28004;Spain;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;85.0;;40.0;2;0;3;10;20;38;306;78;10.0;strict;4.06
Justicia, Madrid, Comunidad de Madrid 28004, Spain;Justicia;Madrid;28004;Spain;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron;;50.0;;15.0;1;15;5;2;2;5;214;24;10.0;moderate;1.54
Madrid, Comunidad de Madrid 28003, Spain;;Madrid;28003;Spain;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Heating,Washer,First aid kit,Essentials,Shampoo;;60.0;100.0;30.0;1;0;2;1;5;15;275;40;10.0;moderate;1.58
Madrid, Community of Madrid 28005, Spain;;Madrid;28005;Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;39.0;;20.0;1;0;1;5;30;60;60;101;9.0;strict;4.76
Sol, Madrid, Comunidad de Madrid 28013, Spain;Sol;Madrid;28013;Spain;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Family/kid friendly,Washer,Essentials,Shampoo;;55.0;200.0;8.0;3;15;1;10;34;57;332;106;10.0;strict;5.44
La Latina, Madrid, Comunidad de Madrid 28005, Spain;La Latina;Madrid;28005;Spain;Apartment;Entire home/apt;7;2.0;3.0;5.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;;165.0;200.0;50.0;4;10;2;0;12;31;298;3;9.0;strict;0.32
Arganzuela, Madrid, Comunidad de Madrid 28045, Spain;Arganzuela;Madrid;28045;Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Smoking allowed,Doorman,Gym,Elevator in building,Hot tub,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;79.0;;;1;0;2;3;19;49;324;13;9.0;moderate;0.59
Madrid, Comunidad de Madrid 28004, Spain;;Madrid;28004;Spain;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;;;25.0;;;1;0;1;0;0;0;0;0;;flexible;
Madrid, 28012, Spain;;Madrid;28012;Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Essentials,Shampoo,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;37.0;95.0;;1;0;2;3;23;53;56;23;10.0;moderate;5.75
Madrid, Comunidad de Madrid 28031, Spain;;Madrid;28031;Spain;House;Private room;1;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Pets live on this property,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;19.0;;;1;0;1;30;60;90;180;0;;strict;
Madrid, Community of Madrid 28037, Spain;;Madrid;28037;Spain;House;Private room;2;1.0;1.0;1.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;23.0;;;1;10;1;5;35;65;340;2;8.0;strict;0.07
La Latina, Madrid, Comunidad de Madrid 28012, Spain;La Latina;Madrid;28012;Spain;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Laptop friendly workspace;;80.0;150.0;40.0;2;10;3;9;24;45;318;21;9.0;strict;3.8
Malasaña, Madrid, Comunidad de Madrid 28015, Spain;Malasaña;Madrid;28015;Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace;;75.0;;;1;0;2;0;3;3;3;10;10.0;strict;1.08
Madrid, Comunidad de Madrid 28008, Spain;;Madrid;28008;Spain;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;Wireless Internet,Heating,Fire extinguisher,Lock on bedroom door,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;22.0;;;1;0;2;30;60;90;365;12;10.0;strict;1.88
Madrid, Comunidad de Madrid 28015, Spain;;Madrid;28015;Spain;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,translation missing: en.hosting_amenity_50;;100.0;300.0;20.0;1;0;3;0;0;6;6;12;10.0;flexible;1.86
Rios Rosas, Madrid, Comunidad de Madrid 28003, Spain;Rios Rosas;Madrid;28003;Spain;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,translation missing: en.hosting_amenity_50;;49.0;;30.0;4;10;2;25;55;85;175;7;9.0;strict;0.41
Malasaña, Madrid, Comunidad de Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace;;50.0;;5.0;1;0;1;4;22;37;294;38;9.0;strict;5.64
Hortaleza, Madrid, Comunidad de Madrid 28043, Spain;Hortaleza;Madrid;28043;Spain;Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,Private entrance;;89.0;200.0;45.0;1;0;1;3;8;30;121;0;;moderate;
Sol, Madrid, Comunidad de Madrid 28013, Spain;Sol;Madrid;28013;Spain;Apartment;Entire home/apt;10;3.0;3.0;7.0;Real Bed;TV,Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer;807.0;150.0;150.0;;8;20;2;14;36;54;322;6;10.0;strict;0.44
Madrid, Community of Madrid 28011, Spain;;Madrid;28011;Spain;Apartment;Private room;1;0.5;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron;;19.0;;;1;0;5;1;6;36;127;7;9.0;strict;0.74
Embajadores, Madrid, Comunidad de Madrid 28012, Spain;Embajadores;Madrid;28012;Spain;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;65.0;;17.0;2;10;2;12;19;28;303;76;9.0;moderate;3.02
Malasaña, Madrid, Comunidad de Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace;;48.0;100.0;15.0;1;0;3;3;6;15;97;80;10.0;moderate;5.33
Justicia, Madrid, Comunidad de Madrid 28004, Spain;Justicia;Madrid;28004;Spain;Apartment;Entire home/apt;5;2.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;;185.0;300.0;95.0;4;15;4;0;0;0;0;10;10.0;strict;1.06
Malasaña, Madrid, Comunidad de Madrid 28015, Spain;Malasaña;Madrid;28015;Spain;House;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;45.0;;10.0;1;15;2;14;44;74;349;19;10.0;moderate;2.81
La Latina, Madrid, Comunidad de Madrid 28005, Spain;La Latina;Madrid;28005;Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Breakfast,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Private entrance;;65.0;;20.0;1;0;2;8;34;64;120;0;;strict;
Cortes, Madrid, Comunidad de Madrid 28014, Spain;Cortes;Madrid;28014;Spain;Apartment;Private room;8;3.0;1.0;8.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Doorman,Gym,Breakfast,Elevator in building,Hot tub,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Essentials,24-hour check-in;;600.0;;;1;0;2;30;60;90;365;0;;flexible;
Palacio, Madrid, Comunidad de Madrid 28013, Spain;Palacio;Madrid;28013;Spain;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;59.0;;20.0;2;12;3;2;10;36;311;127;10.0;moderate;3.37
Goya, Madrid, Community of Madrid 28009, Spain;Goya;Madrid;28009;Spain;Apartment;Entire home/apt;6;2.0;3.0;6.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;179.0;;;1;0;3;5;11;17;189;56;10.0;strict;1.19
La Latina, Madrid, Comunidad de Madrid 28005, Spain;La Latina;Madrid;28005;Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50;;35.0;250.0;10.0;1;0;2;6;15;22;196;40;10.0;moderate;4.3
Madrid, Comunidad de Madrid 28002, Spain;;Madrid;28002;Spain;Other;Private room;1;0.5;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Pets live on this property,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo;;25.0;;;1;8;3;8;35;65;326;43;10.0;flexible;1.94
Madrid, Comunidad de Madrid 28012, Spain;;Madrid;28012;Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;50.0;150.0;40.0;2;7;3;8;38;68;343;1;10.0;strict;0.2
Delicias, Madrid, Comunidad de Madrid 28045, Spain;Delicias;Madrid;28045;Spain;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Fire extinguisher,Essentials;;80.0;;;1;0;1;0;0;0;0;0;;flexible;
Lista, Madrid, Community of Madrid 28006, Spain;Lista;Madrid;28006;Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Essentials,Shampoo;;90.0;700.0;15.0;2;10;2;1;5;27;302;49;9.0;flexible;1.17
Justicia, Madrid, Community of Madrid 28004, Spain;Justicia;Madrid;28004;Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Washer,Dryer,Shampoo;;95.0;200.0;40.0;1;0;2;3;11;18;293;20;10.0;flexible;0.66
